protein_id	fasta_headers	gene_symbols_or_id	MS1d4-S	MS2d4-S	MW1d4-S	MW2d4-S
P11499	>sp|P11499|HS90B_MOUSE Heat shock protein HSP 90-beta OS=Mus musculus OX=10090 GN=Hsp90ab1 PE=1 SV=3	HSP90AB1	20.4066075719951	20.508854407444	20.3295241607739	20.5874779794789
P08113	>sp|P08113|ENPL_MOUSE Endoplasmin OS=Mus musculus OX=10090 GN=Hsp90b1 PE=1 SV=2	HSP90B1	20.2425280864824	20.7405522021689	20.081542321548	20.239419951041
Q8BM72	>sp|Q8BM72|HSP13_MOUSE Heat shock 70 kDa protein 13 OS=Mus musculus OX=10090 GN=Hspa13 PE=1 SV=1	HSPA13	17.6535798945921	17.6400442591727	17.95894676435	17.6055472690936
P17879;Q61696	>sp|P17879|HS71B_MOUSE Heat shock 70 kDa protein 1B OS=Mus musculus OX=10090 GN=Hspa1b PE=1 SV=3;>sp|Q61696|HS71A_MOUSE Heat shock 70 kDa protein 1A OS=Mus musculus OX=10090 GN=Hspa1a PE=1 SV=2	HSPA1B;HSPA1A	19.2201849069003	18.3751980140662	18.9634166557438	18.732648503708
P16627	>sp|P16627|HS71L_MOUSE Heat shock 70 kDa protein 1-like OS=Mus musculus OX=10090 GN=Hspa1l PE=1 SV=4	HSPA1L	18.1592951776578	18.7731063962013	18.9692184049906	18.4580574728707
P17156	>sp|P17156|HSP72_MOUSE Heat shock-related 70 kDa protein 2 OS=Mus musculus OX=10090 GN=Hspa2 PE=1 SV=2	HSPA2		16.1673717158594		15.9989761869175
Q3U2G2	>tr|Q3U2G2|Q3U2G2_MOUSE Isoform of Q61316, Heat shock 70 kDa protein 4 OS=Mus musculus OX=10090 GN=Hspa4 PE=1 SV=1	HSPA4	19.7385735614907	19.4683992995868	19.7112050822404	19.70968477165
P20029	>sp|P20029|BIP_MOUSE Endoplasmic reticulum chaperone BiP OS=Mus musculus OX=10090 GN=Hspa5 PE=1 SV=3	HSPA5	21.0749349328178	21.2895375689193	20.8105149778014	20.8798371106335
P63017	>sp|P63017|HSP7C_MOUSE Heat shock cognate 71 kDa protein OS=Mus musculus OX=10090 GN=Hspa8 PE=1 SV=1	HSPA8	21.7949911363324	21.9793015145063	21.7770133730546	21.8126053947188
P38647	>sp|P38647|GRP75_MOUSE Stress-70 protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspa9 PE=1 SV=3	HSPA9	18.051046197866	18.3582255406327	18.7502453835592	18.3756737584994
P14602	>sp|P14602|HSPB1_MOUSE Heat shock protein beta-1 OS=Mus musculus OX=10090 GN=Hspb1 PE=1 SV=3	HSPB1	20.2814502789461	20.5478308499262	20.1679340896226	20.5851926554781
Q99PR8	>sp|Q99PR8|HSPB2_MOUSE Heat shock protein beta-2 OS=Mus musculus OX=10090 GN=Hspb2 PE=1 SV=2	HSPB2	21.1112097133385	20.8617699646379	20.9229993574994	21.1759362820516
Q9QZ57	>sp|Q9QZ57|HSPB3_MOUSE Heat shock protein beta-3 OS=Mus musculus OX=10090 GN=Hspb3 PE=2 SV=1	HSPB3	18.4004040377784	18.3468939237079	18.5926776661362	18.6297416761241
P35385	>sp|P35385|HSPB7_MOUSE Heat shock protein beta-7 OS=Mus musculus OX=10090 GN=Hspb7 PE=1 SV=3	HSPB7	17.8625693686144	18.3238001274583	17.8703377044935	18.3350923152526
Q9JK92	>sp|Q9JK92|HSPB8_MOUSE Heat shock protein beta-8 OS=Mus musculus OX=10090 GN=Hspb8 PE=1 SV=1	HSPB8	18.8009529313702	19.3708046643647	18.9088093704411	18.866696926286
P63038	>sp|P63038|CH60_MOUSE 60 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspd1 PE=1 SV=1	HSPD1	18.2561461862097	19.0979063487338	19.9071880026332	19.3652861562931
Q64433	>sp|Q64433|CH10_MOUSE 10 kDa heat shock protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspe1 PE=1 SV=2	HSPE1	19.6967675581352	20.310253425488	19.598195741051	19.7760792938851
A0A571BD72	>tr|A0A571BD72|A0A571BD72_MOUSE Isoform of Q05793, Perlecan (heparan sulfate proteoglycan 2) (Fragment) OS=Mus musculus OX=10090 GN=Hspg2 PE=1 SV=1	HSPG2	19.4017976522836	19.6237335092308	19.1037781795135	19.5800360221476
E9PZ16	>tr|E9PZ16|E9PZ16_MOUSE Isoform of Q05793, Perlecan (heparan sulfate proteoglycan 2) OS=Mus musculus OX=10090 GN=Hspg2 PE=1 SV=1	HSPG2	20.5736220896346	19.7474862439946	19.7093527704442	19.6277238230234
Q61699	>sp|Q61699|HS105_MOUSE Heat shock protein 105 kDa OS=Mus musculus OX=10090 GN=Hsph1 PE=1 SV=2	HSPH1	18.7723757218915	18.5083469425129	18.4656508722117	18.5611149871964
Q9R118	>sp|Q9R118|HTRA1_MOUSE Serine protease HTRA1 OS=Mus musculus OX=10090 GN=Htra1 PE=1 SV=2	HTRA1	19.5291039902663	19.9007814238573	19.4954341718999	19.3832383371835
Q9JIY5	>sp|Q9JIY5|HTRA2_MOUSE Serine protease HTRA2, mitochondrial OS=Mus musculus OX=10090 GN=Htra2 PE=1 SV=2	HTRA2	19.2601287709272	19.5659031946184	19.3219878170916	19.3518023330653
Q9D236	>sp|Q9D236|HTRA3_MOUSE Serine protease HTRA3 OS=Mus musculus OX=10090 GN=Htra3 PE=1 SV=3	HTRA3	16.7712837220178	17.4934250117655	16.8190871952392	
Q7TMY8	>sp|Q7TMY8|HUWE1_MOUSE E3 ubiquitin-protein ligase HUWE1 OS=Mus musculus OX=10090 GN=Huwe1 PE=1 SV=5	HUWE1		17.0242381033137		15.9486736165058
Q91ZJ9	>sp|Q91ZJ9|HYAL1_MOUSE Hyaluronidase-1 OS=Mus musculus OX=10090 GN=Hyal1 PE=1 SV=3	HYAL1	19.8735894964512	20.1685001452379	19.7770571370585	19.9309718062491
Q80W93	>sp|Q80W93|HYDIN_MOUSE Hydrocephalus-inducing protein OS=Mus musculus OX=10090 GN=Hydin PE=1 SV=2	HYDIN	17.58048553437	18.2984562510642	18.361358768486	
Q8R1F5	>sp|Q8R1F5|HYI_MOUSE Putative hydroxypyruvate isomerase OS=Mus musculus OX=10090 GN=Hyi PE=1 SV=2	HYI	19.358261100539	19.3659175998782	19.439841093942	19.3650233863422
Q9JKR6	>sp|Q9JKR6|HYOU1_MOUSE Hypoxia up-regulated protein 1 OS=Mus musculus OX=10090 GN=Hyou1 PE=1 SV=1	HYOU1	19.0110764919888	19.2626040420742	18.8962719991533	18.9677352555308
Q9CR41	>sp|Q9CR41|HYPK_MOUSE Huntingtin-interacting protein K OS=Mus musculus OX=10090 GN=Hypk PE=1 SV=3	HYPK		21.0262746047666	20.9417110822163	20.0059830331624
Q9DB29	>sp|Q9DB29|IAH1_MOUSE Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Mus musculus OX=10090 GN=Iah1 PE=1 SV=1	IAH1	18.4950704325065	18.8734560667357	18.6521282314233	18.3665594945221
Q8BU30	>sp|Q8BU30|SYIC_MOUSE Isoleucine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Iars1 PE=1 SV=2	IARS1	18.3380419283527	18.121444388727	18.3687633130441	18.3829824737508
O88844	>sp|O88844|IDHC_MOUSE Isocitrate dehydrogenase [NADP] cytoplasmic OS=Mus musculus OX=10090 GN=Idh1 PE=1 SV=2	IDH1	19.9441344996771	20.0812627133344	20.0873275213232	19.9404230301412
P54071	>sp|P54071|IDHP_MOUSE Isocitrate dehydrogenase [NADP], mitochondrial OS=Mus musculus OX=10090 GN=Idh2 PE=1 SV=3	IDH2	16.8855139618194	17.2545117555485	17.3821164488735	16.8482938358052
Q9D6R2	>sp|Q9D6R2|IDH3A_MOUSE Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Idh3a PE=1 SV=1	IDH3A		17.404060964528	18.2604474906498	17.6630118557014
P58044	>sp|P58044|IDI1_MOUSE Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus OX=10090 GN=Idi1 PE=1 SV=1	IDI1	19.3956296653048	19.2509157812203	19.61319849164	19.543396497813
Q9ESY9	>sp|Q9ESY9|GILT_MOUSE Gamma-interferon-inducible lysosomal thiol reductase OS=Mus musculus OX=10090 GN=Ifi30 PE=1 SV=3	IFI30	20.1652863961635	17.9817669200587	19.3656775502781	19.5268936801469
O35664	>sp|O35664|INAR2_MOUSE Interferon alpha/beta receptor 2 OS=Mus musculus OX=10090 GN=Ifnar2 PE=1 SV=2	IFNAR2	21.1886588443604	20.6330257321777	20.9421988759704	21.0743761012979
Q9D6H2	>sp|Q9D6H2|IFT25_MOUSE Intraflagellar transport protein 25 homolog OS=Mus musculus OX=10090 GN=Ift25 PE=1 SV=2	IFT25	19.2206992066413	18.973652417103	19.353084109232	19.5663077696455
Q61249	>sp|Q61249|IGBP1_MOUSE Immunoglobulin-binding protein 1 OS=Mus musculus OX=10090 GN=Igbp1 PE=1 SV=1	IGBP1		16.6613724570251	16.023553197837	16.4621599093254
Q9EQS9	>sp|Q9EQS9|IGDC4_MOUSE Immunoglobulin superfamily DCC subclass member 4 OS=Mus musculus OX=10090 GN=Igdcc4 PE=2 SV=1	IGDCC4	19.0146659355135	19.0587118990105	18.8542510652739	18.5687040425457
P05017	>sp|P05017|IGF1_MOUSE Insulin-like growth factor I OS=Mus musculus OX=10090 GN=Igf1 PE=1 SV=2	IGF1	22.2757108854665	21.8188385918997	22.4621314648451	22.2348145677271
P09535	>sp|P09535|IGF2_MOUSE Insulin-like growth factor II OS=Mus musculus OX=10090 GN=Igf2 PE=1 SV=1	IGF2	23.4014176301195	23.3521134345584	23.5407233745976	23.4495301340169
Q07113	>sp|Q07113|MPRI_MOUSE Cation-independent mannose-6-phosphate receptor OS=Mus musculus OX=10090 GN=Igf2r PE=1 SV=1	IGF2R	19.6514975841528	19.065005489346	19.4763816898271	19.3100165796992
P47877	>sp|P47877|IBP2_MOUSE Insulin-like growth factor-binding protein 2 OS=Mus musculus OX=10090 GN=Igfbp2 PE=2 SV=2	IGFBP2	20.5156333827042	19.8239804379875	20.5279762146721	20.3748633149421
P47878	>sp|P47878|IBP3_MOUSE Insulin-like growth factor-binding protein 3 OS=Mus musculus OX=10090 GN=Igfbp3 PE=2 SV=2	IGFBP3	21.4996558304206	21.2240691815399	21.6871888622086	21.5424587754674
P47879	>sp|P47879|IBP4_MOUSE Insulin-like growth factor-binding protein 4 OS=Mus musculus OX=10090 GN=Igfbp4 PE=1 SV=2	IGFBP4	20.9516404570858	20.7630914580957	21.3056585265855	21.2617865859162
Q07079	>sp|Q07079|IBP5_MOUSE Insulin-like growth factor-binding protein 5 OS=Mus musculus OX=10090 GN=Igfbp5 PE=1 SV=1	IGFBP5	22.0804489616095	22.1333550322078	21.9166219500001	21.869443087607
P47880	>sp|P47880|IBP6_MOUSE Insulin-like growth factor-binding protein 6 OS=Mus musculus OX=10090 GN=Igfbp6 PE=2 SV=2	IGFBP6	20.993824877944	20.3173142928676	21.495372281964	20.9366155160973
Q61581	>sp|Q61581|IBP7_MOUSE Insulin-like growth factor-binding protein 7 OS=Mus musculus OX=10090 GN=Igfbp7 PE=1 SV=3	IGFBP7	20.8918173451585	20.0117632777366	21.2673523466249	20.847480813041
A0A075B5P5;A0A1Y7VJN6	>tr|A0A075B5P5|A0A075B5P5_MOUSE Isoform of A0A1Y7VJN6, Immunoglobulin heavy constant gamma 3 (Fragment) OS=Mus musculus OX=10090 GN=Ighg3 PE=4 SV=1;>tr|A0A1Y7VJN6|A0A1Y7VJN6_MOUSE Immunoglobulin heavy constant gamma 3 (Fragment) OS=Mus musculus OX=10090 GN=Ighg3 PE=4 SV=1	IGHG3	21.4072932122637	21.8959961457007	21.4680954245352	21.6481948743664
P40694	>sp|P40694|SMBP2_MOUSE DNA-binding protein SMUBP-2 OS=Mus musculus OX=10090 GN=Ighmbp2 PE=1 SV=1	IGHMBP2	20.4411067332934			20.2706947282277
P01754;P06328	>sp|P01754|HVM10_MOUSE Ig heavy chain V region 1-62-3 OS=Mus musculus OX=10090 GN=Ighv1-62-3 PE=4 SV=2;>sp|P06328|HVM49_MOUSE Ig heavy chain V region 1-72 OS=Mus musculus OX=10090 GN=Ighv1-72 PE=1 SV=2	IGHV1-62-3;IGHV1-72	19.4120669608296	19.5068085682505	19.6456031395413	19.6341239529217
A0A075B5T6;A0A0B4J1J6	>tr|A0A075B5T6|A0A075B5T6_MOUSE Immunoglobulin heavy variable V10-3 (Fragment) OS=Mus musculus OX=10090 GN=Ighv10-3 PE=1 SV=1;>tr|A0A0B4J1J6|A0A0B4J1J6_MOUSE Immunoglobulin heavy variable 10-1 (Fragment) OS=Mus musculus OX=10090 GN=Ighv10-1 PE=1 SV=1	IGHV10-3;IGHV10-1	22.3030310680885	22.2199286670849	22.5865747973284	21.7189771586441
A0A075B5Q3;A0A0A6YY69	>tr|A0A075B5Q3|A0A075B5Q3_MOUSE Immunoglobulin heavy variable 2-5 OS=Mus musculus OX=10090 GN=Ighv2-5 PE=1 SV=1;>tr|A0A0A6YY69|A0A0A6YY69_MOUSE Isoform of A0A075B5Q3, Immunoglobulin heavy variable 2-5 (Fragment) OS=Mus musculus OX=10090 GN=Ighv2-5 PE=1 SV=1	IGHV2-5	17.7466194231511	17.4703608810643	17.0767116438795	16.619806641503
A0A075B693;A0A0A6YW26;A0A0G2JDE1	>tr|A0A075B693|A0A075B693_MOUSE Immunoglobulin heavy variable V8-4 OS=Mus musculus OX=10090 GN=Ighv8-4 PE=4 SV=1;>tr|A0A0A6YW26|A0A0A6YW26_MOUSE Isoform of A0A075B693, Immunoglobulin heavy variable V8-4 (Fragment) OS=Mus musculus OX=10090 GN=Ighv8-4 PE=4 SV=1;>tr|A0A0G2JDE1|A0A0G2JDE1_MOUSE Immunoglobulin heavy variable V8-12 (Fragment) OS=Mus musculus OX=10090 GN=Ighv8-12 PE=1 SV=1	IGHV8-4;IGHV8-12	18.4366096480959	18.4835771462423	19.1505880910666	17.7865360511533
A0A0A6YXQ0	>tr|A0A0A6YXQ0|A0A0A6YXQ0_MOUSE Immunoglobulin heavy variable 8-8 (Fragment) OS=Mus musculus OX=10090 GN=Ighv8-8 PE=1 SV=1	IGHV8-8	21.5299871345565	21.7986766242173	21.3598298779733	21.3178955116893
A0A0B4J1I0;A0A140T8M0;A0A140T8N1;F6XWB2	>tr|A0A0B4J1I0|A0A0B4J1I0_MOUSE Immunoglobulin kappa variable 1-110 (Fragment) OS=Mus musculus OX=10090 GN=Igkv1-110 PE=1 SV=5;>tr|A0A140T8M0|A0A140T8M0_MOUSE Immunoglobulin kappa variable 1-117 (Fragment) OS=Mus musculus OX=10090 GN=Igkv1-117 PE=1 SV=2;>tr|A0A140T8N1|A0A140T8N1_MOUSE Immunoglobulin kappa chain variable 1-88 (Fragment) OS=Mus musculus OX=10090 GN=Igkv1-88 PE=1 SV=2;>tr|F6XWB2|F6XWB2_MOUSE Immunoglobulin kappa variable 1-99 (Fragment) OS=Mus musculus OX=10090 GN=Igkv1-99 PE=1 SV=5	IGKV1-110;IGKV1-117;IGKV1-88;IGKV1-99	17.9007969466124	17.615450484133	17.9855694617861	17.5104718181098
A0A0B4J1H9	>tr|A0A0B4J1H9|A0A0B4J1H9_MOUSE Immunoglobulin kappa variable 1-132 (Fragment) OS=Mus musculus OX=10090 GN=Igkv1-132 PE=1 SV=1	IGKV1-132	18.9606614259724	19.0743011370461	18.7951161843588	18.730830261055
A0A140T8M1	>tr|A0A140T8M1|A0A140T8M1_MOUSE Immunoglobulin kappa variable 10-96 (Fragment) OS=Mus musculus OX=10090 GN=Igkv10-96 PE=4 SV=2	IGKV10-96	19.5559196862272		19.4661389463124	18.9705881852574
A0A075B5N7;A0A0G2JGY3	>tr|A0A075B5N7|A0A075B5N7_MOUSE Immunoglobulin kappa variable 6-13 OS=Mus musculus OX=10090 GN=Igkv6-13 PE=1 SV=7;>tr|A0A0G2JGY3|A0A0G2JGY3_MOUSE Isoform of A0A075B5N7, Immunoglobulin kappa variable 6-13 (Fragment) OS=Mus musculus OX=10090 GN=Igkv6-13 PE=1 SV=4	IGKV6-13	20.7123103052486	20.8910785850122	20.9022821662947	
A0A140T8N9	>tr|A0A140T8N9|A0A140T8N9_MOUSE Immunoglobulin kappa variable 6-32 (Fragment) OS=Mus musculus OX=10090 GN=Igkv6-32 PE=1 SV=2	IGKV6-32	20.0921836557606	19.9200133181196	20.0132611956501	19.5284798207332
A0A075B5N4;A0A0G2JF28;A0A0G2JFN8;A0A140T8M3;A0A140T8M4;A0A140T8N5;A0A140T8N7;A0A140T8P7	>tr|A0A075B5N4|A0A075B5N4_MOUSE Immunoglobulin kappa chain variable 8-27 OS=Mus musculus OX=10090 GN=Igkv8-27 PE=1 SV=1;>tr|A0A0G2JF28|A0A0G2JF28_MOUSE Isoform of A0A075B5N4, Immunoglobulin kappa chain variable 8-27 (Fragment) OS=Mus musculus OX=10090 GN=Igkv8-27 PE=1 SV=1;>tr|A0A0G2JFN8|A0A0G2JFN8_MOUSE Isoform of A0A140T8M4, Immunoglobulin kappa variable 8-19 (Fragment) OS=Mus musculus OX=10090 GN=Igkv8-19 PE=1 SV=4;>tr|A0A140T8M3|A0A140T8M3_MOUSE Immunoglobulin kappa chain variable 8-30 (Fragment) OS=Mus musculus OX=10090 GN=Igkv8-30 PE=1 SV=2;>tr|A0A140T8M4|A0A140T8M4_MOUSE Immunoglobulin kappa variable 8-19 OS=Mus musculus OX=10090 GN=Igkv8-19 PE=1 SV=2;>tr|A0A140T8N5|A0A140T8N5_MOUSE Immunoglobulin kappa variable 6-23 (Fragment) OS=Mus musculus OX=10090 GN=Igkv6-23 PE=1 SV=2;>tr|A0A140T8N7|A0A140T8N7_MOUSE Immunoglobulin kappa chain variable 6-25 (Fragment) OS=Mus musculus OX=10090 GN=Igkv6-25 PE=4 SV=2;>tr|A0A140T8P7|A0A140T8P7_MOUSE Immunoglobulin kappa variable 8-21 (Fragment) OS=Mus musculus OX=10090 GN=Igkv8-21 PE=1 SV=2	IGKV8-27;IGKV8-19;IGKV8-30;IGKV6-23;IGKV6-25;IGKV8-21	20.9891526349681	20.9253395877418	20.8076852985113	20.1601474195707
A0A075B5N3;A0A0G2JE47	>tr|A0A075B5N3|A0A075B5N3_MOUSE Immunoglobulin kappa variable 8-28 OS=Mus musculus OX=10090 GN=Igkv8-28 PE=1 SV=7;>tr|A0A0G2JE47|A0A0G2JE47_MOUSE Isoform of A0A075B5N3, Immunoglobulin kappa variable 8-28 (Fragment) OS=Mus musculus OX=10090 GN=Igkv8-28 PE=1 SV=4	IGKV8-28	22.9098204323856	23.0076913331076	23.0114190095893	22.4046094740471
A0A0G2JDU0	>tr|A0A0G2JDU0|A0A0G2JDU0_MOUSE Immunoglobulin kappa variable 8-34 (Fragment) OS=Mus musculus OX=10090 GN=Igkv8-34 PE=4 SV=4	IGKV8-34	22.5176307784571	22.0460970889356	22.4772465079218	22.3006902978697
Q3V1M1	>sp|Q3V1M1|IGS10_MOUSE Immunoglobulin superfamily member 10 OS=Mus musculus OX=10090 GN=Igsf10 PE=2 SV=2	IGSF10	19.4375963503587	19.1728091828224	19.4140796308805	19.6389627763976
Q8R366	>sp|Q8R366|IGSF8_MOUSE Immunoglobulin superfamily member 8 OS=Mus musculus OX=10090 GN=Igsf8 PE=1 SV=2	IGSF8	18.5479593519916	18.6771378300995	18.176519281752	18.1477158734615
Q9Z1M8	>sp|Q9Z1M8|RED_MOUSE Protein Red OS=Mus musculus OX=10090 GN=Ik PE=1 SV=2	IK	16.8347811565115		17.0217388138904	17.6128055279559
Q61730	>sp|Q61730|IL1AP_MOUSE Interleukin-1 receptor accessory protein OS=Mus musculus OX=10090 GN=Il1rap PE=1 SV=1	IL1RAP	19.781169838465	19.3559665566671	19.9388732436281	19.6019719329179
P14719	>sp|P14719|ILRL1_MOUSE Interleukin-1 receptor-like 1 OS=Mus musculus OX=10090 GN=Il1rl1 PE=1 SV=2	IL1RL1	18.3937365243706	18.6648164163922	18.8264054223687	18.4883436842597
Q9Z1X4	>sp|Q9Z1X4|ILF3_MOUSE Interleukin enhancer-binding factor 3 OS=Mus musculus OX=10090 GN=Ilf3 PE=1 SV=2	ILF3	19.1792951445489	19.1273660969727	18.9566944440059	19.087621354817
O55222	>sp|O55222|ILK_MOUSE Integrin-linked protein kinase OS=Mus musculus OX=10090 GN=Ilk PE=1 SV=2	ILK	17.9880269084953			16.9280312889401
Q8R0F6	>sp|Q8R0F6|ILKAP_MOUSE Integrin-linked kinase-associated serine/threonine phosphatase 2C OS=Mus musculus OX=10090 GN=Ilkap PE=1 SV=1	ILKAP	15.6494228149398		15.6193971382741	16.8757638368141
Q8CAQ8	>sp|Q8CAQ8|MIC60_MOUSE MICOS complex subunit Mic60 OS=Mus musculus OX=10090 GN=Immt PE=1 SV=1	IMMT	18.7595052062814	18.9374838782524	18.2902889563002	18.0732791721946
O55023	>sp|O55023|IMPA1_MOUSE Inositol monophosphatase 1 OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1	IMPA1	19.3504234793719	19.5322003970743	19.2309719821475	19.4537263072103
P24547	>sp|P24547|IMDH2_MOUSE Inosine-5'-monophosphate dehydrogenase 2 OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=2	IMPDH2	19.0864857699111	18.8083705385549	18.5267817486706	18.6407986389317
Q04998	>sp|Q04998|INHBA_MOUSE Inhibin beta A chain OS=Mus musculus OX=10090 GN=Inhba PE=1 SV=1	INHBA	19.153105352172	19.3788204143044	19.2578084564105	19.2287837419293
P49442	>sp|P49442|INPP_MOUSE Inositol polyphosphate 1-phosphatase OS=Mus musculus OX=10090 GN=Inpp1 PE=1 SV=2	INPP1	17.7695628527226	17.5931077959903	17.4289756565009	17.34597791578
Q6P549	>sp|Q6P549|SHIP2_MOUSE Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Mus musculus OX=10090 GN=Inppl1 PE=1 SV=1	INPPL1	17.4749960192687	17.1448063494842	17.0026168957095	16.9454246049741
Q8VI75	>sp|Q8VI75|IPO4_MOUSE Importin-4 OS=Mus musculus OX=10090 GN=Ipo4 PE=1 SV=1	IPO4	17.0656985768303	17.3175762733024	16.6674210119715	16.657592270699
Q8BKC5	>sp|Q8BKC5|IPO5_MOUSE Importin-5 OS=Mus musculus OX=10090 GN=Ipo5 PE=1 SV=3	IPO5	18.029088480947	17.3662642728833	17.8841823802055	17.5714605012464
Q9EPL8	>sp|Q9EPL8|IPO7_MOUSE Importin-7 OS=Mus musculus OX=10090 GN=Ipo7 PE=1 SV=2	IPO7	19.8727925787012	19.56816085182	19.5296235757886	20.1711226292073
Q91YE6	>sp|Q91YE6|IPO9_MOUSE Importin-9 OS=Mus musculus OX=10090 GN=Ipo9 PE=1 SV=3	IPO9	20.1013415026107	19.5159419438689	19.546265038808	19.7427880224657
A0A7P0A164	>tr|A0A7P0A164|A0A7P0A164_MOUSE Isoform of Q9D498, IQ motif containing F3 OS=Mus musculus OX=10090 GN=Iqcf3 PE=4 SV=1	IQCF3	22.9205103842623	23.099829236064	23.1659155490575	22.6738500130516
D3YYL3;E9PUC1	>tr|D3YYL3|D3YYL3_MOUSE Isoform of E9PUC1, IQ motif containing K OS=Mus musculus OX=10090 GN=Iqck PE=1 SV=1;>tr|E9PUC1|E9PUC1_MOUSE IQ motif containing K OS=Mus musculus OX=10090 GN=Iqck PE=1 SV=1	IQCK	18.3993302606788	19.1444683434749	18.7836045664098	18.0560936965113
Q9JKF1	>sp|Q9JKF1|IQGA1_MOUSE Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus OX=10090 GN=Iqgap1 PE=1 SV=2	IQGAP1	18.627288916342	18.9065064073739	18.8264091003388	18.7588640484326
Q8K3X4	>sp|Q8K3X4|I2BPL_MOUSE Probable E3 ubiquitin-protein ligase IRF2BPL OS=Mus musculus OX=10090 GN=Irf2bpl PE=1 SV=1	IRF2BPL	17.5407855368776	15.7763834769239	16.6309964762753	17.0071397648091
Q8VIM9	>sp|Q8VIM9|IRGQ_MOUSE Immunity-related GTPase family Q protein OS=Mus musculus OX=10090 GN=Irgq PE=1 SV=1	IRGQ	18.991832787451	19.2328312167625	18.2649391700828	18.5490936681941
Q6GU68	>sp|Q6GU68|ISLR_MOUSE Immunoglobulin superfamily containing leucine-rich repeat protein OS=Mus musculus OX=10090 GN=Islr PE=1 SV=1	ISLR	20.9201597899479	20.7587875037326	20.7847709717052	20.6840679861528
Q91V64	>sp|Q91V64|ISOC1_MOUSE Isochorismatase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Isoc1 PE=1 SV=1	ISOC1	21.4317625759537	21.5942951008939	21.0096353345587	21.2527246331347
Q9CX00	>sp|Q9CX00|IST1_MOUSE IST1 homolog OS=Mus musculus OX=10090 GN=Ist1 PE=1 SV=1	IST1	17.7767207764333		17.1799420247511	
Q9JHU9	>sp|Q9JHU9|INO1_MOUSE Inositol-3-phosphate synthase 1 OS=Mus musculus OX=10090 GN=Isyna1 PE=1 SV=1	ISYNA1	19.9372131985796	19.030930253197	19.9477466370619	19.871794430888
P11688	>sp|P11688|ITA5_MOUSE Integrin alpha-5 OS=Mus musculus OX=10090 GN=Itga5 PE=1 SV=3	ITGA5	18.2196048753439	18.8004609337492	17.9322543873504	17.893295533885
P09055	>sp|P09055|ITB1_MOUSE Integrin beta-1 OS=Mus musculus OX=10090 GN=Itgb1 PE=1 SV=1	ITGB1	19.8673927726035	19.766982482769		19.648271936426
Q8VDV0	>sp|Q8VDV0|ITGBL_MOUSE Integrin beta-like protein 1 OS=Mus musculus OX=10090 GN=Itgbl1 PE=2 SV=2	ITGBL1	22.4453590406985	22.587687066847	23.2496331612218	23.1821358138826
Q61702	>sp|Q61702|ITIH1_MOUSE Inter-alpha-trypsin inhibitor heavy chain H1 OS=Mus musculus OX=10090 GN=Itih1 PE=1 SV=2	ITIH1	21.1216486315946	21.1045059444208	21.2697970931715	20.9106111648842
Q61703	>sp|Q61703|ITIH2_MOUSE Inter-alpha-trypsin inhibitor heavy chain H2 OS=Mus musculus OX=10090 GN=Itih2 PE=1 SV=1	ITIH2	21.63119492654	21.5684277675369	21.4086108189448	21.2453538114662
Q61704	>sp|Q61704|ITIH3_MOUSE Inter-alpha-trypsin inhibitor heavy chain H3 OS=Mus musculus OX=10090 GN=Itih3 PE=1 SV=3	ITIH3	19.3854340911414	19.2793828016368	19.0083379435384	18.6773361129087
A6X935	>sp|A6X935|ITIH4_MOUSE Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus OX=10090 GN=Itih4 PE=1 SV=2	ITIH4	18.9885622255962	19.4727614117592	19.284910154488	18.7686055428224
Q8BJD1	>sp|Q8BJD1|ITIH5_MOUSE Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1	ITIH5	19.5534669375942	19.325767447613	19.446637294848	19.0865092469261
Q61500	>sp|Q61500|ITM2A_MOUSE Integral membrane protein 2A OS=Mus musculus OX=10090 GN=Itm2a PE=2 SV=2	ITM2A	20.8259791648225	21.172401554648	20.9391827759039	21.046617561098
O89051	>sp|O89051|ITM2B_MOUSE Integral membrane protein 2B OS=Mus musculus OX=10090 GN=Itm2b PE=1 SV=1	ITM2B	19.0331955485331	19.7641060110507	19.3950404975493	18.562817226994
Q9D892	>sp|Q9D892|ITPA_MOUSE Inosine triphosphate pyrophosphatase OS=Mus musculus OX=10090 GN=Itpa PE=1 SV=2	ITPA	19.2851152891839	19.6247868230068	19.4627565123228	19.2049557946974
