protein_id	fasta_headers	gene_symbols_or_id	MS1-S	MS2-S	MW1-S	MW2-S
Q78ZA7	>sp|Q78ZA7|NP1L4_MOUSE Nucleosome assembly protein 1-like 4 OS=Mus musculus OX=10090 GN=Nap1l4 PE=1 SV=1	NAP1L4	19.6488459183248	18.927935814384	18.0927964882671	
Q9DB05	>sp|Q9DB05|SNAA_MOUSE Alpha-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napa PE=1 SV=1	NAPA	16.7281896080935	18.592699696676	16.411395257255	
Q8BP47	>sp|Q8BP47|SYNC_MOUSE Asparagine--tRNA ligase, cytoplasmic OS=Mus musculus OX=10090 GN=Nars1 PE=1 SV=2	NARS1		16.627844346153	16.845865446749	
B1AU75	>tr|B1AU75|B1AU75_MOUSE Isoform of Q99MD9, Nuclear autoantigenic sperm protein OS=Mus musculus OX=10090 GN=Nasp PE=1 SV=1	NASP	18.8836942978948	18.8339773022203	17.3554943308765	21.332000997592
Q9CZ42	>sp|Q9CZ42|NNRD_MOUSE ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Mus musculus OX=10090 GN=Naxd PE=1 SV=1	NAXD	15.3562315269789		16.1933392474582	
Q8K4Z3	>sp|Q8K4Z3|NNRE_MOUSE NAD(P)H-hydrate epimerase OS=Mus musculus OX=10090 GN=Naxe PE=1 SV=1	NAXE	16.4603563212204		16.9448865845383	
Q61477	>sp|Q61477|NBL1_MOUSE Neuroblastoma suppressor of tumorigenicity 1 OS=Mus musculus OX=10090 GN=Nbl1 PE=1 SV=2	NBL1	16.3472079426294	15.9134071997025	16.1308341390224	
E9QB01	>tr|E9QB01|E9QB01_MOUSE Isoform of P13595, Neural cell adhesion molecule 1 OS=Mus musculus OX=10090 GN=Ncam1 PE=1 SV=2	NCAM1	19.0059155521616	19.3769154812638	18.7483476280354	
P13595	>sp|P13595|NCAM1_MOUSE Neural cell adhesion molecule 1 OS=Mus musculus OX=10090 GN=Ncam1 PE=1 SV=3	NCAM1	20.0067632013256	19.0702916727626	19.4886971248357	19.3640041366515
Q99M51	>sp|Q99M51|NCK1_MOUSE SH2/SH3 adapter protein Nck1 OS=Mus musculus OX=10090 GN=Nck1 PE=1 SV=1	NCK1	17.873325879148	17.1189464199297	16.7996679139513	
P09405	>sp|P09405|NUCL_MOUSE Nucleolin OS=Mus musculus OX=10090 GN=Ncl PE=1 SV=2	NCL	19.8234449619496	20.5254595477016	18.108510261614	20.6617042401306
Q62425	>sp|Q62425|NDUA4_MOUSE Cytochrome c oxidase subunit NDUFA4 OS=Mus musculus OX=10090 GN=Ndufa4 PE=1 SV=2	NDUFA4		17.6858240046873	15.8123570923581	
Q9Z1P6	>sp|Q9Z1P6|NDUA7_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 OS=Mus musculus OX=10090 GN=Ndufa7 PE=1 SV=3	NDUFA7	15.4543814374383		17.446055172904	17.9850821559809
Q9JKF6	>sp|Q9JKF6|NECT1_MOUSE Nectin-1 OS=Mus musculus OX=10090 GN=Nectin1 PE=1 SV=3	NECTIN1	17.6944936345599		16.4135933816991	
P32507	>sp|P32507|NECT2_MOUSE Nectin-2 OS=Mus musculus OX=10090 GN=Nectin2 PE=1 SV=2	NECTIN2	16.7135726927491		16.624991173984	
P46935	>sp|P46935|NEDD4_MOUSE E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus OX=10090 GN=Nedd4 PE=1 SV=3	NEDD4	18.5762353195985	18.1396352260797	18.2480531187668	
Q8CFI0	>sp|Q8CFI0|NED4L_MOUSE E3 ubiquitin-protein ligase NEDD4-like OS=Mus musculus OX=10090 GN=Nedd4l PE=1 SV=2	NEDD4L	17.9110214054504		20.874895321814	20.0585720446656
Q9CQ45	>sp|Q9CQ45|NENF_MOUSE Neudesin OS=Mus musculus OX=10090 GN=Nenf PE=1 SV=1	NENF	18.6053491442032	18.0698932443318	17.6028148982123	
P97798	>sp|P97798|NEO1_MOUSE Neogenin OS=Mus musculus OX=10090 GN=Neo1 PE=1 SV=2	NEO1	17.3736462480423	16.4269662668243	17.0521659225111	
Q6P5H2	>sp|Q6P5H2|NEST_MOUSE Nestin OS=Mus musculus OX=10090 GN=Nes PE=1 SV=1	NES	18.755219496539	18.9101076944086	17.4634174077227	18.5749234793384
O35657	>sp|O35657|NEUR1_MOUSE Sialidase-1 OS=Mus musculus OX=10090 GN=Neu1 PE=1 SV=1	NEU1	17.4846641971706		17.4707055171386	
P70353	>sp|P70353|NFYC_MOUSE Nuclear transcription factor Y subunit gamma OS=Mus musculus OX=10090 GN=Nfyc PE=1 SV=2	NFYC		17.9334181245898	16.4399221684602	
Q3UW53	>sp|Q3UW53|NIBA1_MOUSE Protein Niban 1 OS=Mus musculus OX=10090 GN=Niban1 PE=1 SV=2	NIBAN1	16.4356136064346		17.5704688515003	
Q8R1F1	>sp|Q8R1F1|NIBA2_MOUSE Protein Niban 2 OS=Mus musculus OX=10090 GN=Niban2 PE=1 SV=2	NIBAN2	16.0573246359482		17.5314838694126	
P10493	>sp|P10493|NID1_MOUSE Nidogen-1 OS=Mus musculus OX=10090 GN=Nid1 PE=1 SV=2	NID1	19.3217182488365	19.6012939096326	18.9890977923734	19.8630919652997
O88322	>sp|O88322|NID2_MOUSE Nidogen-2 OS=Mus musculus OX=10090 GN=Nid2 PE=1 SV=2	NID2	17.4345479441166	17.4552321838433	16.2865747329555	18.248478555449
Q80TM9	>sp|Q80TM9|NISCH_MOUSE Nischarin OS=Mus musculus OX=10090 GN=Nisch PE=1 SV=2	NISCH	18.1487819103388		17.6919669001806	
Q8VDK1	>sp|Q8VDK1|NIT1_MOUSE Deaminated glutathione amidase OS=Mus musculus OX=10090 GN=Nit1 PE=1 SV=2	NIT1	16.850304350148		16.6934577847408	
Q9JHW2	>sp|Q9JHW2|NIT2_MOUSE Omega-amidase NIT2 OS=Mus musculus OX=10090 GN=Nit2 PE=1 SV=1	NIT2	17.9433703131846	17.2292392883141	17.9690310144129	18.6042226964338
Q91YP2	>sp|Q91YP2|NEUL_MOUSE Neurolysin, mitochondrial OS=Mus musculus OX=10090 GN=Nln PE=1 SV=1	NLN	17.4324020180035		17.7151340036934	
P15532	>sp|P15532|NDKA_MOUSE Nucleoside diphosphate kinase A OS=Mus musculus OX=10090 GN=Nme1 PE=1 SV=1	NME1	22.6741214341305	22.4994855352933	22.2136379784657	19.6329306286205
E9PZF0	>tr|E9PZF0|E9PZF0_MOUSE Nme1nme2 readthrough, Nucleoside diphosphate kinase OS=Mus musculus OX=10090 GN=Nme1nme2 PE=3 SV=1	NME1NME2	22.634611625872	21.9181212672761	21.5441195625135	22.7641253201078
O70310	>sp|O70310|NMT1_MOUSE Glycylpeptide N-tetradecanoyltransferase 1 OS=Mus musculus OX=10090 GN=Nmt1 PE=1 SV=1	NMT1	17.9935958024132	18.3689859340508	16.8130404098483	
E9Q5C9	>sp|E9Q5C9|NOLC1_MOUSE Nucleolar and coiled-body phosphoprotein 1 OS=Mus musculus OX=10090 GN=Nolc1 PE=1 SV=1	NOLC1	18.641000105496	18.6647613767444	15.061035926351	
Q99K48	>sp|Q99K48|NONO_MOUSE Non-POU domain-containing octamer-binding protein OS=Mus musculus OX=10090 GN=Nono PE=1 SV=3	NONO	17.5530173571514	17.0759859474885	16.739166248109	
Q9CPT5	>sp|Q9CPT5|NOP16_MOUSE Nucleolar protein 16 OS=Mus musculus OX=10090 GN=Nop16 PE=1 SV=1	NOP16	16.8083980093864		16.1465864786726	
Q9D6Z1	>sp|Q9D6Z1|NOP56_MOUSE Nucleolar protein 56 OS=Mus musculus OX=10090 GN=Nop56 PE=1 SV=2	NOP56	17.2722071337253	16.4801109575234	18.1369875854025	18.6567050586292
Q9Z0J0	>sp|Q9Z0J0|NPC2_MOUSE NPC intracellular cholesterol transporter 2 OS=Mus musculus OX=10090 GN=Npc2 PE=1 SV=1	NPC2	19.2628722285737		19.5028727472334	
Q6NSR8	>sp|Q6NSR8|PEPL1_MOUSE Probable aminopeptidase NPEPL1 OS=Mus musculus OX=10090 GN=Npepl1 PE=1 SV=1	NPEPL1	18.3135966759243	17.2568883446229	18.5713451226866	
Q11011	>sp|Q11011|PSA_MOUSE Puromycin-sensitive aminopeptidase OS=Mus musculus OX=10090 GN=Npepps PE=1 SV=2	NPEPPS	17.6454044001829	17.1523326267306	17.8270269982416	
A0A991EQV5	>tr|A0A991EQV5|A0A991EQV5_MOUSE Isoform of P60670, NPL4 homolog, ubiquitin recognition factor OS=Mus musculus OX=10090 GN=Nploc4 PE=1 SV=1	NPLOC4	17.1527635212737		16.0203767568566	
Q61937	>sp|Q61937|NPM_MOUSE Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1	NPM1	20.6242820860569	23.1023556321823	19.2758118283927	18.6829855438485
H3BIX4	>tr|H3BIX4|H3BIX4_MOUSE Isoform of P97300, Neuroplastin (Fragment) OS=Mus musculus OX=10090 GN=Nptn PE=1 SV=1	NPTN	18.9036986555521	18.5162532072424	17.902220088756	
Q64669	>sp|Q64669|NQO1_MOUSE NAD(P)H dehydrogenase [quinone] 1 OS=Mus musculus OX=10090 GN=Nqo1 PE=1 SV=3	NQO1	16.6517793463397	16.609613616109	16.0105001355948	
Q9JI75	>sp|Q9JI75|NQO2_MOUSE Ribosyldihydronicotinamide dehydrogenase [quinone] OS=Mus musculus OX=10090 GN=Nqo2 PE=1 SV=3	NQO2	18.8467132704056	18.8330551366678	18.0761336808415	
Q810U4	>sp|Q810U4|NRCAM_MOUSE Neuronal cell adhesion molecule OS=Mus musculus OX=10090 GN=Nrcam PE=1 SV=2	NRCAM	15.4463700192487	16.7665676558078	16.5866899719871	
Q8BHG1	>sp|Q8BHG1|NRDC_MOUSE Nardilysin OS=Mus musculus OX=10090 GN=Nrdc PE=1 SV=1	NRDC	17.490436354553	17.2473263614229	17.6674287853172	
A0A0N4SUN5	>tr|A0A0N4SUN5|A0A0N4SUN5_MOUSE Isoform of Q9JHR9, Nuclear receptor interacting protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Nrip2 PE=1 SV=1	NRIP2	19.236677484697	19.3979508441577	22.1767216767281	
P97333	>sp|P97333|NRP1_MOUSE Neuropilin-1 OS=Mus musculus OX=10090 GN=Nrp1 PE=1 SV=2	NRP1	18.1703628854371	17.7686648675039	17.5114217833342	
O35375	>sp|O35375|NRP2_MOUSE Neuropilin-2 OS=Mus musculus OX=10090 GN=Nrp2 PE=1 SV=2	NRP2	17.5523678305164	16.6685982800824	17.5070951957437	
Q9CZ44	>sp|Q9CZ44|NSF1C_MOUSE NSFL1 cofactor p47 OS=Mus musculus OX=10090 GN=Nsfl1c PE=1 SV=1	NSFL1C	18.2865289136961	17.7245038241839	16.9113680225278	
Q9JM14	>sp|Q9JM14|NT5C_MOUSE 5'(3')-deoxyribonucleotidase, cytosolic type OS=Mus musculus OX=10090 GN=Nt5c PE=1 SV=1	NT5C	18.4177952077355	17.9288879154345	17.8831624334484	
A0A1L1ST06	>tr|A0A1L1ST06|A0A1L1ST06_MOUSE Isoform of Q8C5P5, 5'-nucleotidase domain containing 1 OS=Mus musculus OX=10090 GN=Nt5dc1 PE=1 SV=1	NT5DC1	16.9198146833235		18.766327128193	
Q02819	>sp|Q02819|NUCB1_MOUSE Nucleobindin-1 OS=Mus musculus OX=10090 GN=Nucb1 PE=1 SV=2	NUCB1	19.8639103897165	19.0845825485627	19.6193104995487	20.9683030539503
P81117	>sp|P81117|NUCB2_MOUSE Nucleobindin-2 OS=Mus musculus OX=10090 GN=Nucb2 PE=1 SV=2	NUCB2	17.065230206356	16.6163867734091	16.8457396725683	18.9593161217647
O35685	>sp|O35685|NUDC_MOUSE Nuclear migration protein nudC OS=Mus musculus OX=10090 GN=Nudc PE=1 SV=1	NUDC	18.677435355621	18.5582852389086	17.2197452850971	19.6579347945302
Q6P3D0	>sp|Q6P3D0|NUD16_MOUSE U8 snoRNA-decapping enzyme OS=Mus musculus OX=10090 GN=Nudt16 PE=1 SV=1	NUDT16	15.4194844271632	15.2480647852689	14.5961034463551	
Q9CQF3	>sp|Q9CQF3|CPSF5_MOUSE Cleavage and polyadenylation specificity factor subunit 5 OS=Mus musculus OX=10090 GN=Nudt21 PE=1 SV=1	NUDT21	18.8902928998083	17.6969941335907	18.8301986006367	
Q8BVU5	>sp|Q8BVU5|NUDT9_MOUSE ADP-ribose pyrophosphatase, mitochondrial OS=Mus musculus OX=10090 GN=Nudt9 PE=1 SV=1	NUDT9	18.0131189408919	17.2909243036577	16.4966317390912	
E9Q7G0	>sp|E9Q7G0|NUMA1_MOUSE Nuclear mitotic apparatus protein 1 OS=Mus musculus OX=10090 GN=Numa1 PE=1 SV=1	NUMA1	17.378733406525	17.8535626670918	14.7778759012748	
Q99P88	>sp|Q99P88|NU155_MOUSE Nuclear pore complex protein Nup155 OS=Mus musculus OX=10090 GN=Nup155 PE=1 SV=1	NUP155	19.7139482236229		18.2419697652654	
P61971	>sp|P61971|NTF2_MOUSE Nuclear transport factor 2 OS=Mus musculus OX=10090 GN=Nutf2 PE=1 SV=1	NUTF2	20.2660657665698	19.7480530718553	20.3848853719459	
Q8QZR4	>sp|Q8QZR4|OAF_MOUSE Out at first protein homolog OS=Mus musculus OX=10090 GN=Oaf PE=2 SV=1	OAF	19.0348327552813	18.7699517124663	19.1189274866874	
P29758	>sp|P29758|OAT_MOUSE Ornithine aminotransferase, mitochondrial OS=Mus musculus OX=10090 GN=Oat PE=1 SV=1	OAT	18.2910369886738	19.3877067259643	20.3983412370353	20.1487087554244
E9QQ96	>tr|E9QQ96|E9QQ96_MOUSE Isoform of A2AAJ9, non-specific serine/threonine protein kinase OS=Mus musculus OX=10090 GN=Obscn PE=1 SV=2	OBSCN	17.7581050928847		16.2020929691018	
D3YYU8	>sp|D3YYU8|OBSL1_MOUSE Obscurin-like protein 1 OS=Mus musculus OX=10090 GN=Obsl1 PE=1 SV=1	OBSL1	15.8376658863672	16.6065223370703	17.6550119730782	
Q62000	>sp|Q62000|MIME_MOUSE Mimecan OS=Mus musculus OX=10090 GN=Ogn PE=1 SV=1	OGN	20.4148008995326	20.5822502875171	19.6277126819487	
Q9CZ30	>sp|Q9CZ30|OLA1_MOUSE Obg-like ATPase 1 OS=Mus musculus OX=10090 GN=Ola1 PE=1 SV=1	OLA1	18.1182556829893	18.2565358238315	17.0301460430163	19.0938948998752
Q3V1G4	>sp|Q3V1G4|OLM2B_MOUSE Olfactomedin-like protein 2B OS=Mus musculus OX=10090 GN=Olfml2b PE=1 SV=2	OLFML2B	18.2737144656614	18.1098221472997	18.7909763150224	
Q8BK62	>sp|Q8BK62|OLFL3_MOUSE Olfactomedin-like protein 3 OS=Mus musculus OX=10090 GN=Olfml3 PE=2 SV=2	OLFML3	19.6820804952793	19.6118716064804	18.8649497935473	
O35103	>sp|O35103|OMD_MOUSE Osteomodulin OS=Mus musculus OX=10090 GN=Omd PE=2 SV=1	OMD	18.9331892847147	18.7865382568527	19.1056077223949	
Q3B7Z2	>sp|Q3B7Z2|OSBP1_MOUSE Oxysterol-binding protein 1 OS=Mus musculus OX=10090 GN=Osbp PE=1 SV=3	OSBP	17.9719219896815		16.6904266019817	
Q62422	>sp|Q62422|OSTF1_MOUSE Osteoclast-stimulating factor 1 OS=Mus musculus OX=10090 GN=Ostf1 PE=1 SV=2	OSTF1	20.7427434956418	20.3495529228465	19.9637339932123	
Q7TQI3	>sp|Q7TQI3|OTUB1_MOUSE Ubiquitin thioesterase OTUB1 OS=Mus musculus OX=10090 GN=Otub1 PE=1 SV=2	OTUB1	19.9689915756821	19.6713975498292	19.8958193569624	17.5468342597906
B2RRE7	>sp|B2RRE7|OTUD4_MOUSE OTU domain-containing protein 4 OS=Mus musculus OX=10090 GN=Otud4 PE=1 SV=1	OTUD4	17.9279996113147	18.4127496299686	16.0592329320075	
Q9D0K2	>sp|Q9D0K2|SCOT1_MOUSE Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Mus musculus OX=10090 GN=Oxct1 PE=1 SV=1	OXCT1	16.8808008012358	17.6361124043736	16.6599163274375	
Q6P9R2	>sp|Q6P9R2|OXSR1_MOUSE Serine/threonine-protein kinase OSR1 OS=Mus musculus OX=10090 GN=Oxsr1 PE=1 SV=1	OXSR1	17.7857396048101	17.5875800927946	16.7606243823933	
Q3V1T4	>sp|Q3V1T4|P3H1_MOUSE Prolyl 3-hydroxylase 1 OS=Mus musculus OX=10090 GN=P3h1 PE=1 SV=2	P3H1	18.4426111797057	18.1680907290821	17.3982675532172	
Q60715	>sp|Q60715|P4HA1_MOUSE Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus OX=10090 GN=P4ha1 PE=1 SV=2	P4HA1	17.7388453642197	18.1007550793886	15.7332486849671	19.9873717870142
Q60716	>sp|Q60716|P4HA2_MOUSE Prolyl 4-hydroxylase subunit alpha-2 OS=Mus musculus OX=10090 GN=P4ha2 PE=1 SV=1	P4HA2	16.9842402821691	17.0490720840599	16.0608845527489	
P09103	>sp|P09103|PDIA1_MOUSE Protein disulfide-isomerase OS=Mus musculus OX=10090 GN=P4hb PE=1 SV=2	P4HB	20.2498220077795	19.9094070122133	19.6351527902691	20.6419441039494
P50580	>sp|P50580|PA2G4_MOUSE Proliferation-associated protein 2G4 OS=Mus musculus OX=10090 GN=Pa2g4 PE=1 SV=3	PA2G4	19.0644495638408	18.7162105469658	18.0530846725799	
P29341	>sp|P29341|PABP1_MOUSE Polyadenylate-binding protein 1 OS=Mus musculus OX=10090 GN=Pabpc1 PE=1 SV=2	PABPC1	18.9442975781034	18.8850747284378	17.5170870267254	20.9148188960581
A3KFU5;Q6PHQ9	>tr|A3KFU5|A3KFU5_MOUSE Isoform of Q6PHQ9, Polyadenylate-binding protein OS=Mus musculus OX=10090 GN=Pabpc4 PE=1 SV=1;>tr|Q6PHQ9|Q6PHQ9_MOUSE Polyadenylate-binding protein OS=Mus musculus OX=10090 GN=Pabpc4 PE=1 SV=1	PABPC4	19.4273790029411	19.6427450971688	18.31083408129	18.0818998476056
Q9WVE8	>sp|Q9WVE8|PACN2_MOUSE Protein kinase C and casein kinase substrate in neurons protein 2 OS=Mus musculus OX=10090 GN=Pacsin2 PE=1 SV=1	PACSIN2	18.5561646904894	17.6288277604264	17.2673443920276	
Q99JB8	>sp|Q99JB8|PACN3_MOUSE Protein kinase C and casein kinase II substrate protein 3 OS=Mus musculus OX=10090 GN=Pacsin3 PE=1 SV=1	PACSIN3	15.824135300868		16.4545802770951	
P63005	>sp|P63005|LIS1_MOUSE Platelet-activating factor acetylhydrolase IB subunit beta OS=Mus musculus OX=10090 GN=Pafah1b1 PE=1 SV=2	PAFAH1B1	18.3360730040989	17.7263896780455	18.3847755043424	
Q61206	>sp|Q61206|PA1B2_MOUSE Platelet-activating factor acetylhydrolase IB subunit alpha2 OS=Mus musculus OX=10090 GN=Pafah1b2 PE=1 SV=2	PAFAH1B2	17.9658733888147		19.3523004695134	18.969734974969
Q61205	>sp|Q61205|PA1B3_MOUSE Platelet-activating factor acetylhydrolase IB subunit alpha1 OS=Mus musculus OX=10090 GN=Pafah1b3 PE=1 SV=1	PAFAH1B3	17.3638074683316	16.441260237722	17.692941788912	
F6Y616	>tr|F6Y616|F6Y616_MOUSE Isoform of Q8VE62, Polyadenylate binding protein-interacting protein 1 OS=Mus musculus OX=10090 GN=Paip1 PE=1 SV=2	PAIP1	17.1032464159749	17.4588355174426	15.9711453040074	
Q91W45;Q9D6V8	>sp|Q91W45|PAI2B_MOUSE Polyadenylate-binding protein-interacting protein 2B OS=Mus musculus OX=10090 GN=Paip2b PE=1 SV=2;>sp|Q9D6V8|PAIP2_MOUSE Polyadenylate-binding protein-interacting protein 2 OS=Mus musculus OX=10090 GN=Paip2 PE=1 SV=1	PAIP2B;PAIP2		21.7509279017698	16.3630346031471	
G5E884	>tr|G5E884|G5E884_MOUSE Isoform of O88643, non-specific serine/threonine protein kinase OS=Mus musculus OX=10090 GN=Pak1 PE=1 SV=1	PAK1	17.3959795267649	17.8247836705896	16.2747802091979	
Q8CIN4	>sp|Q8CIN4|PAK2_MOUSE Serine/threonine-protein kinase PAK 2 OS=Mus musculus OX=10090 GN=Pak2 PE=1 SV=1	PAK2	16.3597024325626	17.3618856109933	14.4989632370091	
O54931	>sp|O54931|AKAP2_MOUSE PALM2-AKAP2 fusion protein OS=Mus musculus OX=10090 GN=Pakap PE=1 SV=4	PAKAP	19.0921642087351	19.6310997453334	16.7055816323189	
Q9ET54	>sp|Q9ET54|PALLD_MOUSE Palladin OS=Mus musculus OX=10090 GN=Palld PE=1 SV=2	PALLD	18.314409194837	18.2487864098662	17.0292148411811	
Q9Z0P4	>sp|Q9Z0P4|PALM_MOUSE Paralemmin-1 OS=Mus musculus OX=10090 GN=Palm PE=1 SV=1	PALM	18.1970678938075		17.0237228966207	
P97467	>sp|P97467|AMD_MOUSE Peptidyl-glycine alpha-amidating monooxygenase OS=Mus musculus OX=10090 GN=Pam PE=1 SV=2	PAM	18.3805317722632	18.5715556588807	18.3535548620194	
Q8R4K8	>sp|Q8R4K8|PAPP1_MOUSE Pappalysin-1 OS=Mus musculus OX=10090 GN=Pappa PE=2 SV=2	PAPPA	17.0664613027523		16.9611819292573	
Q60967	>sp|Q60967|PAPS1_MOUSE Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Mus musculus OX=10090 GN=Papss1 PE=1 SV=1	PAPSS1	19.0480141494879	17.5991309900008	18.1829012043478	
Q99LX0	>sp|Q99LX0|PARK7_MOUSE Parkinson disease protein 7 homolog OS=Mus musculus OX=10090 GN=Park7 PE=1 SV=1	PARK7	19.5439431525018	20.2087032899194	18.089821147982	
Q8VDG3	>sp|Q8VDG3|PARN_MOUSE Poly(A)-specific ribonuclease PARN OS=Mus musculus OX=10090 GN=Parn PE=1 SV=1	PARN	16.7483122785877		16.38592740392	
Q921K2	>tr|Q921K2|Q921K2_MOUSE Isoform of P11103, Poly [ADP-ribose] polymerase OS=Mus musculus OX=10090 GN=Parp1 PE=1 SV=1	PARP1	20.1219148807838	19.8992170231167	18.4461338211207	18.0231697420782
Q3ULW8	>sp|Q3ULW8|PARP3_MOUSE Protein mono-ADP-ribosyltransferase PARP3 OS=Mus musculus OX=10090 GN=Parp3 PE=2 SV=1	PARP3	18.4750096101221	16.9340052462023	18.0613728275531	
Q9D0B6	>sp|Q9D0B6|PBDC1_MOUSE Protein PBDC1 OS=Mus musculus OX=10090 GN=Pbdc1 PE=1 SV=1	PBDC1	19.3897158625136	18.3860649638851	18.8902856275084	
P60335	>sp|P60335|PCBP1_MOUSE Poly(rC)-binding protein 1 OS=Mus musculus OX=10090 GN=Pcbp1 PE=1 SV=1	PCBP1	17.5486005368718	16.3328975476268	18.0941819725823	
Q61990	>sp|Q61990|PCBP2_MOUSE Poly(rC)-binding protein 2 OS=Mus musculus OX=10090 GN=Pcbp2 PE=1 SV=1	PCBP2	17.4726130343834		17.598222403984	
Q91VD8	>tr|Q91VD8|Q91VD8_MOUSE Protocadherin beta 17 OS=Mus musculus OX=10090 GN=Pcdhb17 PE=1 SV=1	PCDHB17	16.7149785292387	16.8710920942145	15.430443191802	
Q91XY3	>tr|Q91XY3|Q91XY3_MOUSE Protocadherin gamma A5 OS=Mus musculus OX=10090 GN=Pcdhga5 PE=2 SV=1	PCDHGA5	17.2454377289061	17.502015903207	16.0555251093478	
Q91XX1	>tr|Q91XX1|Q91XX1_MOUSE Protocadherin gamma C3 OS=Mus musculus OX=10090 GN=Pcdhgc3 PE=1 SV=1	PCDHGC3	17.2108707406831		16.898308412966	
E0CYV0	>tr|E0CYV0|E0CYV0_MOUSE Isoform of P23506, Protein-L-isoaspartate O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=1	PCMT1	18.6071441209246	19.2725601027657	17.1293631769047	18.8593684018878
P17918	>sp|P17918|PCNA_MOUSE Proliferating cell nuclear antigen OS=Mus musculus OX=10090 GN=Pcna PE=1 SV=2	PCNA	17.9488646406147	18.135557056251	18.4085103921671	
Q6P8I4	>sp|Q6P8I4|PCNP_MOUSE PEST proteolytic signal-containing nuclear protein OS=Mus musculus OX=10090 GN=Pcnp PE=1 SV=1	PCNP	18.6208712186066	19.7703414845653	17.1637009973869	
Q80W65	>sp|Q80W65|PCSK9_MOUSE Proprotein convertase subtilisin/kexin type 9 OS=Mus musculus OX=10090 GN=Pcsk9 PE=1 SV=2	PCSK9	17.1528345613427		18.8405034152923	
Q8VE70	>sp|Q8VE70|PDC10_MOUSE Programmed cell death protein 10 OS=Mus musculus OX=10090 GN=Pdcd10 PE=1 SV=1	PDCD10	17.9868592623962	18.030017382784	17.3243576045368	
P56812	>sp|P56812|PDCD5_MOUSE Programmed cell death protein 5 OS=Mus musculus OX=10090 GN=Pdcd5 PE=1 SV=3	PDCD5	19.3711808862187	20.1452793204723	17.087331406208	20.4238752017543
Q9WU78	>sp|Q9WU78|PDC6I_MOUSE Programmed cell death 6-interacting protein OS=Mus musculus OX=10090 GN=Pdcd6ip PE=1 SV=3	PDCD6IP	18.8429488846559	18.2739757703587	17.8149344527296	19.4250722123739
O55057	>sp|O55057|PDE6D_MOUSE Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta OS=Mus musculus OX=10090 GN=Pde6d PE=1 SV=1	PDE6D	15.1495853414555		14.9761135225438	
P26618	>sp|P26618|PGFRA_MOUSE Platelet-derived growth factor receptor alpha OS=Mus musculus OX=10090 GN=Pdgfra PE=1 SV=3	PDGFRA	17.5062034868303		17.0626976278146	
Q9D051	>sp|Q9D051|ODPB_MOUSE Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Pdhb PE=1 SV=1	PDHB	18.7920168587572			21.750897417599
P27773	>sp|P27773|PDIA3_MOUSE Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2	PDIA3	21.3203926300309	20.9979687543549	20.1462256779158	19.9132832294621
P08003	>sp|P08003|PDIA4_MOUSE Protein disulfide-isomerase A4 OS=Mus musculus OX=10090 GN=Pdia4 PE=1 SV=3	PDIA4	18.6164300208988	18.5109680443274	17.5994746784859	21.3334333915265
Q922R8	>sp|Q922R8|PDIA6_MOUSE Protein disulfide-isomerase A6 OS=Mus musculus OX=10090 GN=Pdia6 PE=1 SV=3	PDIA6	20.0859393771493	19.6202226131953	19.0303902596281	19.1918368326991
O70400	>sp|O70400|PDLI1_MOUSE PDZ and LIM domain protein 1 OS=Mus musculus OX=10090 GN=Pdlim1 PE=1 SV=4	PDLIM1	19.1075096615003	19.3737628668826	18.1010255839921	18.1153670470457
P70271	>sp|P70271|PDLI4_MOUSE PDZ and LIM domain protein 4 OS=Mus musculus OX=10090 GN=Pdlim4 PE=1 SV=3	PDLIM4	18.9560173097249	18.5956631567398	16.7734341524624	
Q8CI51	>sp|Q8CI51|PDLI5_MOUSE PDZ and LIM domain protein 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=4	PDLIM5	14.781640236441		16.2619770201389	
Q3TJD7	>sp|Q3TJD7|PDLI7_MOUSE PDZ and LIM domain protein 7 OS=Mus musculus OX=10090 GN=Pdlim7 PE=1 SV=1	PDLIM7	18.9480889116241	18.2852941966226	17.3331916040703	
A0A0R4J034	>tr|A0A0R4J034|A0A0R4J034_MOUSE Isoform of Q99K01, Pyridoxal-dependent decarboxylase domain containing 1 OS=Mus musculus OX=10090 GN=Pdxdc1 PE=1 SV=1	PDXDC1	17.5239203367487		16.1897034419615	
