protein_id	fasta_headers	gene_symbols_or_id	MS1d4-L	MS2d4-L	MW1d4-L	MW2d4-L
Q8BH04	>sp|Q8BH04|PCKGM_MOUSE Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Mus musculus OX=10090 GN=Pck2 PE=1 SV=1	PCK2	19.040061547243	19.4654204049423	19.2815283711623	18.8841315780478
Q9R0L6	>sp|Q9R0L6|PCM1_MOUSE Pericentriolar material 1 protein OS=Mus musculus OX=10090 GN=Pcm1 PE=1 SV=2	PCM1	19.6007084812482	19.890041065155	19.4416491164654	19.8948262369726
E0CYV0	>tr|E0CYV0|E0CYV0_MOUSE Isoform of P23506, Protein-L-isoaspartate O-methyltransferase OS=Mus musculus OX=10090 GN=Pcmt1 PE=1 SV=1	PCMT1	22.7557760989151	21.9108926022373	22.8591953041613	22.3604419375192
P17918	>sp|P17918|PCNA_MOUSE Proliferating cell nuclear antigen OS=Mus musculus OX=10090 GN=Pcna PE=1 SV=2	PCNA	19.7208723733652	19.9890744498201	20.3996362833676	20.2324537292865
Q6P8I4	>sp|Q6P8I4|PCNP_MOUSE PEST proteolytic signal-containing nuclear protein OS=Mus musculus OX=10090 GN=Pcnp PE=1 SV=1	PCNP	20.7939203907061	19.7074900671099	20.8906495762999	20.9326729077507
A0A494B951	>tr|A0A494B951|A0A494B951_MOUSE Isoform of Q05920, Pyruvate carboxylase (Fragment) OS=Mus musculus OX=10090 GN=Pcx PE=1 SV=1	PCX	19.1401425032861	19.0479477827864	19.5482369178035	19.5910190980142
Q9CQF9	>sp|Q9CQF9|PCYOX_MOUSE Prenylcysteine oxidase 1 OS=Mus musculus OX=10090 GN=Pcyox1 PE=1 SV=1	PCYOX1	18.9537267790982	18.9472071219016	18.7019970430908	18.4454972415625
P49586	>sp|P49586|PCY1A_MOUSE Choline-phosphate cytidylyltransferase A OS=Mus musculus OX=10090 GN=Pcyt1a PE=1 SV=1	PCYT1A	18.2957066215348	18.404564965135	18.5129498830609	18.6818871518432
Q3UHX2	>sp|Q3UHX2|HAP28_MOUSE 28 kDa heat- and acid-stable phosphoprotein OS=Mus musculus OX=10090 GN=Pdap1 PE=1 SV=1	PDAP1	19.9704701361341	19.5609838689729	20.1547581932266	19.9580246454909
Q8VE70	>sp|Q8VE70|PDC10_MOUSE Programmed cell death protein 10 OS=Mus musculus OX=10090 GN=Pdcd10 PE=1 SV=1	PDCD10	19.3510468885919	19.8470007967951		18.8924637085447
Q6NS46	>sp|Q6NS46|RRP5_MOUSE Protein RRP5 homolog OS=Mus musculus OX=10090 GN=Pdcd11 PE=1 SV=2	PDCD11	19.5337420091385	18.2727713827895	19.65988002611	19.1671300634084
A0A0R4J0N5	>tr|A0A0R4J0N5|A0A0R4J0N5_MOUSE Isoform of P46718, Programmed cell death 2 OS=Mus musculus OX=10090 GN=Pdcd2 PE=1 SV=1	PDCD2	20.0406364533775	19.9377408671486	19.9061913610918	20.2353247838055
P56812	>sp|P56812|PDCD5_MOUSE Programmed cell death protein 5 OS=Mus musculus OX=10090 GN=Pdcd5 PE=1 SV=3	PDCD5	20.1545292535852	19.4947684424067	20.5375985037371	20.6622350304046
P12815	>sp|P12815|PDCD6_MOUSE Programmed cell death protein 6 OS=Mus musculus OX=10090 GN=Pdcd6 PE=1 SV=2	PDCD6	17.4107608893371	17.1095961072405	17.5125168090296	16.916617663904
Q9WU78	>sp|Q9WU78|PDC6I_MOUSE Programmed cell death 6-interacting protein OS=Mus musculus OX=10090 GN=Pdcd6ip PE=1 SV=3	PDCD6IP	19.4434520716011	20.0875686560118	19.3006112620182	19.4489114985624
Q3TIU4	>sp|Q3TIU4|PDE12_MOUSE 2',5'-phosphodiesterase 12 OS=Mus musculus OX=10090 GN=Pde12 PE=1 SV=2	PDE12		19.0238441217604		18.8428170399689
H3BJ38	>tr|H3BJ38|H3BJ38_MOUSE Isoform of Q80YT7, Phosphodiesterase 4D interacting protein (myomegalin) OS=Mus musculus OX=10090 GN=Pde4dip PE=1 SV=1	PDE4DIP	17.7781894404136	17.4049417612101		17.5440926976027
O55057	>sp|O55057|PDE6D_MOUSE Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta OS=Mus musculus OX=10090 GN=Pde6d PE=1 SV=1	PDE6D		16.7658857802307	16.3091029340869	
O70628	>sp|O70628|PDE9A_MOUSE High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A OS=Mus musculus OX=10090 GN=Pde9a PE=1 SV=1	PDE9A	23.3512507993641			23.4699026396579
P20033	>sp|P20033|PDGFA_MOUSE Platelet-derived growth factor subunit A OS=Mus musculus OX=10090 GN=Pdgfa PE=2 SV=3	PDGFA	20.2858570963248	17.9713708395418	20.2704668745419	19.4181659732662
P05622	>sp|P05622|PGFRB_MOUSE Platelet-derived growth factor receptor beta OS=Mus musculus OX=10090 GN=Pdgfrb PE=1 SV=2	PDGFRB	19.2945492902148	19.2319764679699	18.2209935992128	19.4982228649928
P35486	>sp|P35486|ODPA_MOUSE Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Mus musculus OX=10090 GN=Pdha1 PE=1 SV=1	PDHA1	19.4226615467422	19.8700483487745	19.5705439719309	19.7060552293654
Q9D051	>sp|Q9D051|ODPB_MOUSE Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Pdhb PE=1 SV=1	PDHB	19.1349914163193	19.8845135969922	19.6794027295938	19.750566266099
Q8BKZ9	>sp|Q8BKZ9|ODPX_MOUSE Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus OX=10090 GN=Pdhx PE=1 SV=1	PDHX	18.4387052089232	19.379872103936		18.4688114045799
P27773	>sp|P27773|PDIA3_MOUSE Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2	PDIA3	21.7875113762228	22.0605288198383	21.4641277525092	21.7740084973517
P08003	>sp|P08003|PDIA4_MOUSE Protein disulfide-isomerase A4 OS=Mus musculus OX=10090 GN=Pdia4 PE=1 SV=3	PDIA4	19.9790690611522	20.3846755351483	19.9898020387617	19.8966059962883
Q921X9	>sp|Q921X9|PDIA5_MOUSE Protein disulfide-isomerase A5 OS=Mus musculus OX=10090 GN=Pdia5 PE=1 SV=1	PDIA5		18.1331244537494	17.7924661353113	18.1566086854752
Q922R8	>sp|Q922R8|PDIA6_MOUSE Protein disulfide-isomerase A6 OS=Mus musculus OX=10090 GN=Pdia6 PE=1 SV=3	PDIA6	20.6816627013624	20.985744214102	20.5973480579371	20.5249443412435
O70400	>sp|O70400|PDLI1_MOUSE PDZ and LIM domain protein 1 OS=Mus musculus OX=10090 GN=Pdlim1 PE=1 SV=4	PDLIM1	20.9151878262998	21.5102297246201	20.450910743004	20.5480031221683
Q8R1G6	>sp|Q8R1G6|PDLI2_MOUSE PDZ and LIM domain protein 2 OS=Mus musculus OX=10090 GN=Pdlim2 PE=1 SV=1	PDLIM2	19.2222686556652	18.9046652252371	19.2461628856373	19.0784437971955
A0A1B0GSX6	>tr|A0A1B0GSX6|A0A1B0GSX6_MOUSE Isoform of O70209, PDZ and LIM domain protein 3 OS=Mus musculus OX=10090 GN=Pdlim3 PE=1 SV=1	PDLIM3	20.9832733526297	21.0677106755087	20.5938544075228	21.2550907196477
P70271	>sp|P70271|PDLI4_MOUSE PDZ and LIM domain protein 4 OS=Mus musculus OX=10090 GN=Pdlim4 PE=1 SV=3	PDLIM4	20.3368582058268	20.383170989046	20.2623629416531	20.3614590799842
D9J303;E9Q8P5;Q9CRA2	>tr|D9J303|D9J303_MOUSE Isoform of Q8CI51, ENH isoform 3a OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=1;>tr|E9Q8P5|E9Q8P5_MOUSE Isoform of Q8CI51, PDZ and LIM domain 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=2;>tr|Q9CRA2|Q9CRA2_MOUSE Isoform of Q8CI51, PDZ and LIM domain 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=1	PDLIM5	18.6078286933799	17.1128599347269	19.0470957425726	19.3181017190683
Q8CI51	>sp|Q8CI51|PDLI5_MOUSE PDZ and LIM domain protein 5 OS=Mus musculus OX=10090 GN=Pdlim5 PE=1 SV=4	PDLIM5	20.1445665949335	20.0883717485856	19.5846923615629	19.8286927910274
Q3TJD7	>sp|Q3TJD7|PDLI7_MOUSE PDZ and LIM domain protein 7 OS=Mus musculus OX=10090 GN=Pdlim7 PE=1 SV=1	PDLIM7	20.4852075498081	20.7397177323459	20.6972030584539	20.558483958849
Q8BVJ7	>tr|Q8BVJ7|Q8BVJ7_MOUSE Isoform of Q3TJD7, PDZ and LIM domain 7 OS=Mus musculus OX=10090 GN=Pdlim7 PE=1 SV=1	PDLIM7	20.4041513726298	18.73568014566	22.314671612082	22.2187369750786
Q9Z2A0	>sp|Q9Z2A0|PDPK1_MOUSE 3-phosphoinositide-dependent protein kinase 1 OS=Mus musculus OX=10090 GN=Pdpk1 PE=1 SV=2	PDPK1	17.576697726329	17.7929053699622	17.4508883139696	17.3730378644806
A0A0R4J034	>tr|A0A0R4J034|A0A0R4J034_MOUSE Isoform of Q99K01, Pyridoxal-dependent decarboxylase domain containing 1 OS=Mus musculus OX=10090 GN=Pdxdc1 PE=1 SV=1	PDXDC1	19.2846515061292	19.0487975130319	18.5943576744933	19.0469228234948
Q8K183	>sp|Q8K183|PDXK_MOUSE Pyridoxal kinase OS=Mus musculus OX=10090 GN=Pdxk PE=1 SV=1	PDXK	18.2379041528835	18.2186214604483	18.2601363852394	18.0119988967029
P60487	>sp|P60487|PLPP_MOUSE Chronophin OS=Mus musculus OX=10090 GN=Pdxp PE=1 SV=1	PDXP	18.4073117238155	19.3761297949349	18.4053012313615	19.2771669121487
O35417	>sp|O35417|PDYN_MOUSE Proenkephalin-B OS=Mus musculus OX=10090 GN=Pdyn PE=2 SV=1	PDYN	18.5467873309714			17.8961610400466
Q69ZS0	>sp|Q69ZS0|PZRN3_MOUSE E3 ubiquitin-protein ligase PDZRN3 OS=Mus musculus OX=10090 GN=Pdzrn3 PE=1 SV=3	PDZRN3	19.3229226837879	18.4672254561391	19.6194045519571	19.3425285172071
Q62048	>sp|Q62048|PEA15_MOUSE Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1	PEA15	18.6482727749832	19.9542066601631	17.5402829215955	17.6186382460502
P70296	>sp|P70296|PEBP1_MOUSE Phosphatidylethanolamine-binding protein 1 OS=Mus musculus OX=10090 GN=Pebp1 PE=1 SV=3	PEBP1	21.4101737624747	22.2838944544857	21.7123605212868	21.1582030469969
Q3URU2	>sp|Q3URU2|PEG3_MOUSE Paternally-expressed gene 3 protein OS=Mus musculus OX=10090 GN=Peg3 PE=1 SV=1	PEG3	18.3989147071623	18.1541935380397	18.0364470913053	17.9516720443106
P22005	>sp|P22005|PENK_MOUSE Proenkephalin-A OS=Mus musculus OX=10090 GN=Penk PE=1 SV=2	PENK	20.5077284861744	18.3236770487061	20.4993976783034	19.7599859500385
Q11136	>sp|Q11136|PEPD_MOUSE Xaa-Pro dipeptidase OS=Mus musculus OX=10090 GN=Pepd PE=1 SV=3	PEPD	18.7961519524742	18.3355621606668	19.8258721869345	19.5075258792409
Q9EQ61	>sp|Q9EQ61|PESC_MOUSE Pescadillo homolog OS=Mus musculus OX=10090 GN=Pes1 PE=1 SV=1	PES1	18.2215366831293	17.7486928675236		17.7497200872704
P0DJE0	>sp|P0DJE0|PT100_MOUSE Protein PET100 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Pet100 PE=1 SV=1	PET100	18.2331344181834	17.07953800719	18.4365668789851	18.279807937435
Q5BL07	>sp|Q5BL07|PEX1_MOUSE Peroxisomal ATPase PEX1 OS=Mus musculus OX=10090 GN=Pex1 PE=1 SV=2	PEX1	19.0977434474014	18.4664476570885		19.6461801114021
Q9D0K1	>sp|Q9D0K1|PEX13_MOUSE Peroxisomal membrane protein PEX13 OS=Mus musculus OX=10090 GN=Pex13 PE=1 SV=1	PEX13	19.7535512541608	18.576156057407	19.9929957827959	19.5578944492107
Q8VCI5	>sp|Q8VCI5|PEX19_MOUSE Peroxisomal biogenesis factor 19 OS=Mus musculus OX=10090 GN=Pex19 PE=1 SV=1	PEX19	17.8257875266343	17.4784890643197		17.7558932252388
O09012	>sp|O09012|PEX5_MOUSE Peroxisomal targeting signal 1 receptor OS=Mus musculus OX=10090 GN=Pex5 PE=1 SV=2	PEX5		16.8439071571148		17.869934433163
Q5SUR0	>sp|Q5SUR0|PUR4_MOUSE Phosphoribosylformylglycinamidine synthase OS=Mus musculus OX=10090 GN=Pfas PE=1 SV=1	PFAS	19.0815168445624	18.5131293590376	19.154015541858	19.1015124383156
Q9CWM4	>sp|Q9CWM4|PFD1_MOUSE Prefoldin subunit 1 OS=Mus musculus OX=10090 GN=Pfdn1 PE=1 SV=1	PFDN1	19.7031288378087	19.6848208814679	19.6357419837987	19.5084184887542
O70591	>sp|O70591|PFD2_MOUSE Prefoldin subunit 2 OS=Mus musculus OX=10090 GN=Pfdn2 PE=1 SV=2	PFDN2	21.8545194983925	21.1657072241024	22.2507476980457	21.7730814366307
Q9WU28	>sp|Q9WU28|PFD5_MOUSE Prefoldin subunit 5 OS=Mus musculus OX=10090 GN=Pfdn5 PE=1 SV=1	PFDN5	20.663597764004	21.2748021280157	20.6258660834541	
Q03958	>sp|Q03958|PFD6_MOUSE Prefoldin subunit 6 OS=Mus musculus OX=10090 GN=Pfdn6 PE=1 SV=1	PFDN6	19.9942276618325	20.2138804594884	19.996285368219	19.7882060168251
P12382	>sp|P12382|PFKAL_MOUSE ATP-dependent 6-phosphofructokinase, liver type OS=Mus musculus OX=10090 GN=Pfkl PE=1 SV=4	PFKL	21.4611417455254	20.3165603368087	21.5985250986498	21.0869765926717
P47857	>sp|P47857|PFKAM_MOUSE ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus OX=10090 GN=Pfkm PE=1 SV=3	PFKM	19.2327274897814	20.2354115806374	19.522708413089	19.737045754473
Q9WUA3	>sp|Q9WUA3|PFKAP_MOUSE ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus OX=10090 GN=Pfkp PE=1 SV=1	PFKP		19.2290366927223		19.8281461544481
P62962	>sp|P62962|PROF1_MOUSE Profilin-1 OS=Mus musculus OX=10090 GN=Pfn1 PE=1 SV=2	PFN1	21.7337700501565	21.7520516145431	22.0796609783778	21.9071040772066
Q9JJV2	>sp|Q9JJV2|PROF2_MOUSE Profilin-2 OS=Mus musculus OX=10090 GN=Pfn2 PE=1 SV=3	PFN2	19.9189424260419	20.0398187416293	19.6784112437745	19.9487783286073
Q9DBJ1	>sp|Q9DBJ1|PGAM1_MOUSE Phosphoglycerate mutase 1 OS=Mus musculus OX=10090 GN=Pgam1 PE=1 SV=3	PGAM1	20.7566727374373	20.3913631732587	20.8142760259614	20.6919552156364
O70250	>sp|O70250|PGAM2_MOUSE Phosphoglycerate mutase 2 OS=Mus musculus OX=10090 GN=Pgam2 PE=1 SV=3	PGAM2	20.5940670626911	21.4633512768223	21.0414412179437	21.2194612686467
Q8BX10	>sp|Q8BX10|PGAM5_MOUSE Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Mus musculus OX=10090 GN=Pgam5 PE=1 SV=1	PGAM5	19.5908709424156	19.3469513917746	19.4154303774458	19.9913800943497
Q9DCD0	>sp|Q9DCD0|6PGD_MOUSE 6-phosphogluconate dehydrogenase, decarboxylating OS=Mus musculus OX=10090 GN=Pgd PE=1 SV=3	PGD	19.659070847218	20.4428374927859	19.9797377535802	19.6758920024948
P09411	>sp|P09411|PGK1_MOUSE Phosphoglycerate kinase 1 OS=Mus musculus OX=10090 GN=Pgk1 PE=1 SV=4	PGK1	21.2518776861329	21.6928823781658	21.1171969353684	21.0623681197811
Q9CQ60	>sp|Q9CQ60|6PGL_MOUSE 6-phosphogluconolactonase OS=Mus musculus OX=10090 GN=Pgls PE=1 SV=1	PGLS	23.244124144387	22.0950164667392	23.0496813267416	22.9989210194577
Q9D0F9	>sp|Q9D0F9|PGM1_MOUSE Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4	PGM1	20.1398439676407	19.9315507998542	20.78338469922	20.8144563262071
Q7TSV4	>sp|Q7TSV4|PGM2_MOUSE Phosphopentomutase OS=Mus musculus OX=10090 GN=Pgm2 PE=1 SV=1	PGM2	20.0121661770265	19.8519517747384		19.8152867352169
Q9CYR6	>sp|Q9CYR6|AGM1_MOUSE Phosphoacetylglucosamine mutase OS=Mus musculus OX=10090 GN=Pgm3 PE=1 SV=1	PGM3	19.2268274544693	18.054648771972	18.4942270686855	19.1270435279265
Q8BZF8	>sp|Q8BZF8|PGM5_MOUSE Phosphoglucomutase-like protein 5 OS=Mus musculus OX=10090 GN=Pgm5 PE=1 SV=2	PGM5	18.4133293630873	18.8178465431027	18.9588560536991	19.0636086095827
Q8CHP8	>sp|Q8CHP8|PGP_MOUSE Glycerol-3-phosphate phosphatase OS=Mus musculus OX=10090 GN=Pgp PE=1 SV=1	PGP	19.5508865811339	19.138282035286		19.5376250077352
Q9ESW8	>sp|Q9ESW8|PGPI_MOUSE Pyroglutamyl-peptidase 1 OS=Mus musculus OX=10090 GN=Pgpep1 PE=1 SV=1	PGPEP1		19.3996445084925	19.1906484749005	19.5181085585342
O55022	>sp|O55022|PGRC1_MOUSE Membrane-associated progesterone receptor component 1 OS=Mus musculus OX=10090 GN=Pgrmc1 PE=1 SV=4	PGRMC1	20.0806784832827	20.8965494907406	20.1628377582472	20.2342836940482
Q80UU9	>sp|Q80UU9|PGRC2_MOUSE Membrane-associated progesterone receptor component 2 OS=Mus musculus OX=10090 GN=Pgrmc2 PE=1 SV=2	PGRMC2	19.4896439208147	20.4242029022197	19.889954741135	19.6622935584479
Q501J7	>sp|Q501J7|PHAR4_MOUSE Phosphatase and actin regulator 4 OS=Mus musculus OX=10090 GN=Phactr4 PE=1 SV=2	PHACTR4	18.7670996295528	17.3996806641255	18.5991229964657	18.6164819688029
P67778	>sp|P67778|PHB1_MOUSE Prohibitin 1 OS=Mus musculus OX=10090 GN=Phb1 PE=1 SV=1	PHB1	20.3126125691331	20.7140598834313	20.2495556651339	20.3918504691803
O35129	>sp|O35129|PHB2_MOUSE Prohibitin-2 OS=Mus musculus OX=10090 GN=Phb2 PE=1 SV=1	PHB2	19.1251179365642	19.5954340227402	19.5236781049233	19.5382021731778
Q8CHP6	>sp|Q8CHP6|PHC3_MOUSE Polyhomeotic-like protein 3 OS=Mus musculus OX=10090 GN=Phc3 PE=1 SV=2	PHC3	22.0427671522667	20.4143232919062	21.8402037498892	
Q9D8M7	>sp|Q9D8M7|PHF10_MOUSE PHD finger protein 10 OS=Mus musculus OX=10090 GN=Phf10 PE=1 SV=4	PHF10	15.7568756509296	17.4842064367143	17.6609976151999	
Q9WTU0	>sp|Q9WTU0|PHF2_MOUSE Lysine-specific demethylase PHF2 OS=Mus musculus OX=10090 GN=Phf2 PE=1 SV=2	PHF2	18.6296651623544	19.0349085457296		18.3229202804293
Q8BSN5	>sp|Q8BSN5|PHF23_MOUSE PHD finger protein 23 OS=Mus musculus OX=10090 GN=Phf23 PE=2 SV=2	PHF23	19.0401859668973	18.7243279227877	19.8789294079565	18.9460691227863
B2RQG2	>tr|B2RQG2|B2RQG2_MOUSE PHD finger protein 3 OS=Mus musculus OX=10090 GN=Phf3 PE=1 SV=1	PHF3	18.7851724961477	18.2508308051728	18.6554153754692	18.3958066800925
P83870	>sp|P83870|PHF5A_MOUSE PHD finger-like domain-containing protein 5A OS=Mus musculus OX=10090 GN=Phf5a PE=1 SV=1	PHF5A	20.284305377324	20.2571044671957	20.1946077780986	20.1944405039827
Q9D4J7	>sp|Q9D4J7|PHF6_MOUSE PHD finger protein 6 OS=Mus musculus OX=10090 GN=Phf6 PE=1 SV=1	PHF6		18.2537316196149		17.7943949068569
Q61753	>sp|Q61753|SERA_MOUSE D-3-phosphoglycerate dehydrogenase OS=Mus musculus OX=10090 GN=Phgdh PE=1 SV=3	PHGDH	20.2956467680288	20.9386070094893	20.5523966276429	20.6477257073858
Q8VDD9	>sp|Q8VDD9|PHIP_MOUSE PH-interacting protein OS=Mus musculus OX=10090 GN=Phip PE=1 SV=2	PHIP	19.4576636649047	18.2254586219237	18.7272073283449	19.3158294504302
Q9WV95	>sp|Q9WV95|PHLA3_MOUSE Pleckstrin homology-like domain family A member 3 OS=Mus musculus OX=10090 GN=Phlda3 PE=1 SV=1	PHLDA3	20.3971560371803	19.7523372802967	19.9066154474674	20.207214105035
E9PWB1	>tr|E9PWB1|E9PWB1_MOUSE Isoform of Q6PDH0, Pleckstrin homology like domain, family B, member 1 OS=Mus musculus OX=10090 GN=Phldb1 PE=1 SV=1	PHLDB1	19.3463898720911	18.4474995934156	19.0657050681029	18.8142156100326
Q8K1N2	>sp|Q8K1N2|PHLB2_MOUSE Pleckstrin homology-like domain family B member 2 OS=Mus musculus OX=10090 GN=Phldb2 PE=1 SV=2	PHLDB2	19.0431196701847	17.3084830416972	18.4829811077528	18.3888198141943
Q9DAK9	>sp|Q9DAK9|PHP14_MOUSE 14 kDa phosphohistidine phosphatase OS=Mus musculus OX=10090 GN=Phpt1 PE=1 SV=1	PHPT1	19.936912827471	20.6118205810693	20.6015686070294	20.2107669372964
A6H619	>sp|A6H619|PHRF1_MOUSE PHD and RING finger domain-containing protein 1 OS=Mus musculus OX=10090 GN=Phrf1 PE=1 SV=2	PHRF1	18.7892291871551	18.1062973874182	18.4742371887162	
Q8R1K4	>sp|Q8R1K4|AT2L2_MOUSE 5-phosphohydroxy-L-lysine phospho-lyase OS=Mus musculus OX=10090 GN=Phykpl PE=1 SV=1	PHYKPL		17.2651660900181	18.0055484326224	
Q2TBE6	>sp|Q2TBE6|P4K2A_MOUSE Phosphatidylinositol 4-kinase type 2-alpha OS=Mus musculus OX=10090 GN=Pi4k2a PE=1 SV=1	PI4K2A	16.274357858383	16.9913573122389		16.4835161027589
Q7M6Y3	>sp|Q7M6Y3|PICAL_MOUSE Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus OX=10090 GN=Picalm PE=1 SV=1	PICALM	19.270091594181	19.0660449415407	19.0862255315397	19.1626623994596
Q9CQJ2	>sp|Q9CQJ2|PIHD1_MOUSE PIH1 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Pih1d1 PE=1 SV=1	PIH1D1	19.3260639867746	19.7316980855022		19.3392277347866
Q9Z1T6	>sp|Q9Z1T6|FYV1_MOUSE 1-phosphatidylinositol 3-phosphate 5-kinase OS=Mus musculus OX=10090 GN=Pikfyve PE=1 SV=3	PIKFYVE	18.4890538764879	18.4694431596725	18.7811888032763	19.1199092226603
Q9QUR7	>sp|Q9QUR7|PIN1_MOUSE Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Mus musculus OX=10090 GN=Pin1 PE=1 SV=1	PIN1	22.1502423314985	21.3712104740305	22.5506796132784	22.0141336779472
Q3ULQ2	>tr|Q3ULQ2|Q3ULQ2_MOUSE Peptidyl-prolyl cis-trans isomerase OS=Mus musculus OX=10090 GN=Pin1rt1 PE=1 SV=1	PIN1RT1		22.1968354627752	22.2742295397976	22.7672108894094
Q9CWW6	>sp|Q9CWW6|PIN4_MOUSE Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Mus musculus OX=10090 GN=Pin4 PE=1 SV=1	PIN4	19.9160517367945	19.7187827446836	19.5286549844313	20.0592973180059
O70172	>sp|O70172|PI42A_MOUSE Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Mus musculus OX=10090 GN=Pip4k2a PE=1 SV=1	PIP4K2A	20.2078804759802	19.2655387172474	20.62404300261	20.2642929171628
Q80XI4	>sp|Q80XI4|PI42B_MOUSE Phosphatidylinositol 5-phosphate 4-kinase type-2 beta OS=Mus musculus OX=10090 GN=Pip4k2b PE=1 SV=1	PIP4K2B	20.8185374551467	20.1689957793566	21.2435637995253	21.187877664649
Q9CZX7	>sp|Q9CZX7|PP4P2_MOUSE Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase OS=Mus musculus OX=10090 GN=Pip4p2 PE=1 SV=1	PIP4P2	17.1872040045144	17.5719491096138	15.9789591382699	
Q9D711	>sp|Q9D711|PIR_MOUSE Pirin OS=Mus musculus OX=10090 GN=Pir PE=1 SV=1	PIR	17.7566511360719	18.1589300575597		16.9593243183388
Q8BSF4	>sp|Q8BSF4|PISD_MOUSE Phosphatidylserine decarboxylase proenzyme, mitochondrial OS=Mus musculus OX=10090 GN=Pisd PE=2 SV=1	PISD	20.2629204735848	18.5752730200241	20.4880208785416	19.6205159977587
P53810	>sp|P53810|PIPNA_MOUSE Phosphatidylinositol transfer protein alpha isoform OS=Mus musculus OX=10090 GN=Pitpna PE=1 SV=2	PITPNA	20.1119791450134	19.9799120375958	20.1057021805957	19.9759442555465
P53811	>sp|P53811|PIPNB_MOUSE Phosphatidylinositol transfer protein beta isoform OS=Mus musculus OX=10090 GN=Pitpnb PE=1 SV=2	PITPNB	21.2709703624612	20.3678502331061	21.0423385220489	21.0819196622384
Q6ZPQ6	>sp|Q6ZPQ6|PITM2_MOUSE Membrane-associated phosphatidylinositol transfer protein 2 OS=Mus musculus OX=10090 GN=Pitpnm2 PE=1 SV=2	PITPNM2	18.6766203748655		18.8463665082207	18.8765893130836
Q8K411	>sp|Q8K411|PREP_MOUSE Presequence protease, mitochondrial OS=Mus musculus OX=10090 GN=Pitrm1 PE=1 SV=1	PITRM1	19.3347781753264	18.6958667643662	19.4309581901321	19.3917196708514
P63248	>sp|P63248|IPKA_MOUSE cAMP-dependent protein kinase inhibitor alpha OS=Mus musculus OX=10090 GN=Pkia PE=1 SV=2	PKIA	20.8487596297549	20.0302430199965		20.7189882108267
O70139	>sp|O70139|IPKG_MOUSE cAMP-dependent protein kinase inhibitor gamma OS=Mus musculus OX=10090 GN=Pkig PE=1 SV=1	PKIG	20.4714383545017	20.7546992241839	20.0752909743871	20.1628817286791
P52480	>sp|P52480|KPYM_MOUSE Pyruvate kinase PKM OS=Mus musculus OX=10090 GN=Pkm PE=1 SV=4	PKM	21.1757017944129	22.0591984836286	21.3571641030869	21.3961302581669
P70268	>sp|P70268|PKN1_MOUSE Serine/threonine-protein kinase N1 OS=Mus musculus OX=10090 GN=Pkn1 PE=1 SV=3	PKN1	20.2365617033358	19.068577048672	20.3489787363826	20.0654062243796
Q9EPR2	>sp|Q9EPR2|PG12A_MOUSE Group XIIA secretory phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g12a PE=1 SV=2	PLA2G12A	19.3063768828826	18.4051652595155	19.9658252378019	19.3440423458238
P47713	>sp|P47713|PA24A_MOUSE Cytosolic phospholipase A2 OS=Mus musculus OX=10090 GN=Pla2g4a PE=1 SV=1	PLA2G4A	19.2325268248504	18.3430175182204	19.746431226413	19.1184127722978
Q62028	>sp|Q62028|PLA2R_MOUSE Secretory phospholipase A2 receptor OS=Mus musculus OX=10090 GN=Pla2r1 PE=1 SV=1	PLA2R1		24.7028100603105	25.3533923268303	25.5070322340898
P27612	>sp|P27612|PLAP_MOUSE Phospholipase A-2-activating protein OS=Mus musculus OX=10090 GN=Plaa PE=1 SV=4	PLAA		17.2647135261665		16.7798489996536
Q3TCN2	>sp|Q3TCN2|PLBL2_MOUSE Putative phospholipase B-like 2 OS=Mus musculus OX=10090 GN=Plbd2 PE=1 SV=2	PLBD2	19.2108016775851	18.7955402641185	19.279864613271	19.0950639643629
